UnitNumber,Time,Setting1,Setting2,Setting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,ma_5_Sensor1,ma_5_Sensor2,ma_5_Sensor3,ma_5_Sensor4,ma_5_Sensor5,ma_5_Sensor6,ma_5_Sensor7,ma_5_Sensor8,ma_5_Sensor9,ma_5_Sensor10,ma_5_Sensor11,ma_5_Sensor12,ma_5_Sensor13,ma_5_Sensor14,ma_5_Sensor15,ma_5_Sensor16,ma_5_Sensor17,ma_5_Sensor18,ma_5_Sensor19,ma_5_Sensor20,ma_5_Sensor21,sd_10_Sensor1,sd_10_Sensor2,sd_10_Sensor3,sd_10_Sensor4,sd_10_Sensor5,sd_10_Sensor6,sd_10_Sensor7,sd_10_Sensor8,sd_10_Sensor9,sd_10_Sensor10,sd_10_Sensor11,sd_10_Sensor12,sd_10_Sensor13,sd_10_Sensor14,sd_10_Sensor15,sd_10_Sensor16,sd_10_Sensor17,sd_10_Sensor18,sd_10_Sensor19,sd_10_Sensor20,sd_10_Sensor21,prob_250_Sensor1,prob_250_Sensor2,prob_250_Sensor3,prob_250_Sensor4,prob_250_Sensor5,prob_250_Sensor6,prob_250_Sensor7,prob_250_Sensor8,prob_250_Sensor9,prob_250_Sensor10,prob_250_Sensor11,prob_250_Sensor12,prob_250_Sensor13,prob_250_Sensor14,prob_250_Sensor15,prob_250_Sensor16,prob_250_Sensor17,prob_250_Sensor18,prob_250_Sensor19,prob_250_Sensor20,prob_250_Sensor21,RUL
23,130,-0.0006,0.0003,100.0,518.67,642.03,1588.77,1403.06,14.62,21.61,554.15,2388.05,9051.10,1.30,47.22,521.83,2388.08,8133.60,8.4249,0.03,392,2388,100.00,38.97,23.2815,518.67,642.518,1586.27,1398.446,14.62,21.61,554.14,2388.046,9051.708,1.3,47.246,521.9939999999999,2388.052,8133.13,8.39454,0.03,391.6,2388.0,100.0,38.946,23.39554,0.0,0.25900772189262516,3.2787009622714973,3.1665313830751742,1.7763568394002505E-15,3.552713678800501E-15,0.33326415948913424,0.037960505792229385,4.336033325517787,2.220446049250313E-16,0.0772593036468754,0.27119918878932536,0.032924155266364344,2.1880484455331493,0.02418847039397039,6.938893903907228E-18,0.7483314773547883,0.0,0.0,0.06220128616033539,0.056406400346059676,1.0,0.023076923076923078,0.023076923076923078,0.007692307692307693,1.0,0.9307692307692308,0.007692307692307693,0.12307692307692308,0.007692307692307693,1.0,0.046153846153846156,0.007692307692307693,0.038461538461538464,0.007692307692307693,0.007692307692307693,1.0,0.3076923076923077,1.0,1.0,0.046153846153846156,0.007692307692307693,113 
24,186,-0.0004,0.0002,100.0,518.67,643.28,1593.82,1415.13,14.62,21.61,553.78,2388.08,9148.56,1.30,47.70,520.69,2388.07,8211.21,8.4785,0.03,393,2388,100.00,38.72,23.2093,518.67,643.094,1593.324,1414.218,14.62,21.61,553.1700000000001,2388.0860000000002,9145.684,1.3,47.702,521.272,2388.088,8212.542,8.4648,0.03,394.2,2388.0,100.0,38.606,23.268639999999998,0.0,0.22045634488487326,5.511820842516556,3.745464056695778,1.7763568394002505E-15,3.552713678800501E-15,0.5120976469385339,0.028301943396083815,6.552303488087107,2.220446049250313E-16,0.10693923508235932,0.38823188946811665,0.03340658617694431,5.94507897340324,0.01777073155500332,6.938893903907228E-18,0.66332495807108,0.0,0.0,0.11255665240224523,0.05478378957319407,1.0,0.005376344086021506,0.010752688172043012,0.005376344086021506,1.0,0.9247311827956989,0.005376344086021506,0.021505376344086023,0.005376344086021506,1.0,0.010752688172043012,0.005376344086021506,0.04838709677419355,0.005376344086021506,0.005376344086021506,1.0,0.21505376344086022,1.0,1.0,0.005376344086021506,0.005376344086021506,20 
25,48,0.0019,-0.0004,100.0,518.67,642.92,1584.08,1403.10,14.62,21.61,553.55,2388.08,9046.20,1.30,47.38,521.75,2388.07,8132.18,8.4422,0.03,394,2388,100.00,38.90,23.3876,518.67,642.6360000000001,1587.4920000000002,1403.732,14.62,21.61,553.8459999999999,2388.066,9050.078,1.3,47.314,521.8860000000001,2388.078,8132.524,8.41338,0.03,392.6,2388.0,100.0,38.938,23.327859999999998,0.0,0.34240473127573295,3.534998727015294,3.283023758671262,1.7763568394002505E-15,3.552713678800501E-15,0.47472518365894595,0.026248809496724534,3.0270416250854786,2.220446049250313E-16,0.05804308744372599,0.2862324230411238,0.021189620100403185,2.232671270026194,0.02661874527471193,6.938893903907228E-18,0.66332495807108,0.0,0.0,0.09002777349240638,0.07050254250734478,1.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,1.0,0.9791666666666666,0.020833333333333332,0.20833333333333334,0.020833333333333332,1.0,0.041666666666666664,0.020833333333333332,0.125,0.020833333333333332,0.020833333333333332,1.0,0.125,1.0,1.0,0.08333333333333333,0.020833333333333332,145 
26,76,-0.0020,0.0003,100.0,518.67,642.31,1580.98,1402.40,14.62,21.61,554.45,2388.02,9074.01,1.30,47.40,521.93,2387.98,8151.64,8.4331,0.03,392,2388,100.00,38.89,23.3660,518.67,642.31,1586.8059999999998,1399.694,14.62,21.61,554.048,2388.032,9065.54,1.3,47.358,522.066,2388.014,8151.219999999999,8.394120000000001,0.03,392.0,2388.0,100.0,38.910000000000004,23.402760000000004,0.0,0.23099783548770297,2.9266902808462754,4.406615935159318,1.7763568394002505E-15,3.552713678800501E-15,0.43116238240367666,0.03238826948141806,4.673741113925587,2.220446049250313E-16,0.08096912991998895,0.36884820726144746,0.029137604568675545,3.7719469773580094,0.02603653010675548,6.938893903907228E-18,0.7810249675906655,0.0,0.0,0.08487638069569282,0.057063639035728975,1.0,0.02631578947368421,0.013157894736842105,0.013157894736842105,1.0,0.9605263157894737,0.02631578947368421,0.11842105263157894,0.013157894736842105,1.0,0.039473684210526314,0.013157894736842105,0.07894736842105263,0.013157894736842105,0.02631578947368421,1.0,0.35526315789473684,1.0,1.0,0.039473684210526314,0.02631578947368421,119 
27,140,0.0038,0.0005,100.0,518.67,642.56,1586.56,1407.16,14.62,21.61,553.30,2388.06,9049.45,1.30,47.44,521.64,2388.14,8124.15,8.4400,0.03,392,2388,100.00,38.90,23.1850,518.67,642.5060000000001,1587.336,1404.338,14.62,21.61,553.6540000000001,2388.084,9049.562,1.3,47.385999999999996,521.6600000000001,2388.0860000000002,8131.084,8.43116,0.03,392.4,2388.0,100.0,38.872,23.29432,0.0,0.20402205763103695,2.8946647474275866,2.569242106147291,1.7763568394002505E-15,3.552713678800501E-15,0.34856993559399924,0.03638681079724742,3.1154911330316706,2.220446049250313E-16,0.06621178142898693,0.21757987039245766,0.03910242959196676,4.011271743474918,0.016224376721464418,6.938893903907228E-18,0.7999999999999999,0.0,0.0,0.08711486669908851,0.0780278572049748,1.0,0.02142857142857143,0.007142857142857143,0.02857142857142857,1.0,0.9428571428571428,0.007142857142857143,0.12142857142857143,0.014285714285714285,1.0,0.014285714285714285,0.014285714285714285,0.007142857142857143,0.007142857142857143,0.014285714285714285,1.0,0.4642857142857143,1.0,1.0,0.04285714285714286,0.007142857142857143,66 
28,158,-0.0002,0.0000,100.0,518.67,642.86,1590.81,1405.28,14.62,21.61,553.26,2388.10,9065.84,1.30,47.59,521.63,2388.11,8134.63,8.4564,0.03,393,2388,100.00,38.86,23.2826,518.67,642.6980000000001,1590.4399999999998,1407.51,14.62,21.61,553.408,2388.088,9064.356,1.3,47.55,521.706,2388.1040000000003,8137.456,8.44078,0.03,393.4,2388.0,100.0,38.842000000000006,23.32726,0.0,0.3553997749014341,3.7354417409457787,3.864492334058941,1.7763568394002505E-15,3.552713678800501E-15,0.36144847488958665,0.0241039415863556,5.754928409633105,2.220446049250313E-16,0.08040522371090127,0.3804471053904699,0.024899799196009608,1.9883432802210594,0.023548887447181036,6.938893903907228E-18,1.077032961426901,0.0,0.0,0.10461357464497606,0.07419115580714453,1.0,0.0189873417721519,0.012658227848101266,0.0379746835443038,1.0,1.0,0.012658227848101266,0.12658227848101267,0.006329113924050633,1.0,0.0189873417721519,0.012658227848101266,0.14556962025316456,0.012658227848101266,0.012658227848101266,1.0,0.3670886075949367,1.0,1.0,0.05063291139240506,0.006329113924050633,97 
29,171,-0.0002,-0.0001,100.0,518.67,642.53,1585.72,1405.88,14.62,21.61,553.29,2388.08,9074.11,1.30,47.26,521.57,2388.07,8147.27,8.4202,0.03,393,2388,100.00,38.98,23.1975,518.67,642.624,1587.528,1407.76,14.62,21.61,553.736,2388.054,9070.178,1.3,47.36,521.456,2388.08,8148.544,8.4158,0.03,393.4,2388.0,100.0,38.894,23.31212,0.0,0.27235271248878884,4.371672906336896,4.274066096821606,1.7763568394002505E-15,3.552713678800501E-15,0.37512664528128553,0.023151673805512252,4.085836634032217,2.220446049250313E-16,0.12603174203350534,0.19946177578672222,0.03389690251334118,3.464860170338712,0.01731747383425209,6.938893903907228E-18,0.45825756949558405,0.0,0.0,0.06618156843109659,0.08153101005139071,1.0,0.005847953216374269,0.005847953216374269,0.005847953216374269,1.0,0.9415204678362573,0.005847953216374269,0.07017543859649122,0.005847953216374269,1.0,0.029239766081871343,0.005847953216374269,0.1286549707602339,0.011695906432748537,0.011695906432748537,1.0,0.3216374269005848,1.0,1.0,0.04093567251461988,0.005847953216374269,90 
30,143,-0.0036,0.0000,100.0,518.67,642.54,1599.22,1408.62,14.62,21.61,553.01,2388.12,9057.71,1.30,47.61,521.32,2388.13,8135.44,8.4829,0.03,393,2388,100.00,38.78,23.3175,518.67,642.71,1593.422,1410.5179999999998,14.62,21.61,553.46,2388.118,9050.708,1.3,47.556000000000004,521.118,2388.1400000000003,8131.13,8.458760000000002,0.03,393.8,2388.0,100.0,38.77400000000001,23.254119999999997,0.0,0.35160915801498355,3.9514707388515538,2.6934691384903813,1.7763568394002505E-15,3.552713678800501E-15,0.38748419322601596,0.03199999999997374,4.48216699822752,2.220446049250313E-16,0.09359487165437948,0.2476287543885019,0.022561028345369695,3.6386817667940674,0.025993568435287922,6.938893903907228E-18,1.1,0.0,0.0,0.06523802572119979,0.0696564598583648,1.0,0.027972027972027972,0.006993006993006993,0.006993006993006993,1.0,0.993006993006993,0.013986013986013986,0.16083916083916083,0.006993006993006993,1.0,0.055944055944055944,0.027972027972027972,0.14685314685314685,0.006993006993006993,0.006993006993006993,1.0,0.3916083916083916,1.0,1.0,0.04195804195804196,0.013986013986013986,115 
31,196,-0.0005,0.0001,100.0,518.67,643.31,1598.19,1420.66,14.62,21.61,551.48,2388.18,9090.98,1.30,47.78,519.55,2388.22,8157.84,8.5015,0.03,395,2388,100.00,38.53,23.1105,518.67,643.5519999999999,1598.036,1427.312,14.62,21.61,551.6519999999999,2388.192,9087.420000000002,1.3,48.0,519.9559999999999,2388.198,8156.717999999999,8.49228,0.03,395.2,2388.0,100.0,38.534000000000006,23.11658,0.0,0.26046304920277025,3.437988365308964,5.091218321777176,1.7763568394002505E-15,3.552713678800501E-15,0.21339165869359386,0.028999999999993226,4.772782102715477,2.220446049250313E-16,0.11866338946785585,0.2342648074295324,0.031128764832478277,2.8381805791738937,0.018528920637748903,6.938893903907228E-18,0.6000000000000001,0.0,0.0,0.10268398122394634,0.08919255574317797,1.0,0.01020408163265306,0.01020408163265306,0.00510204081632653,1.0,0.9591836734693877,0.00510204081632653,0.00510204081632653,0.00510204081632653,1.0,0.015306122448979591,0.00510204081632653,0.00510204081632653,0.00510204081632653,0.00510204081632653,1.0,0.11734693877551021,1.0,1.0,0.00510204081632653,0.01020408163265306,8 
32,145,-0.0033,-0.0001,100.0,518.67,642.96,1587.37,1406.22,14.62,21.61,553.84,2388.05,9105.13,1.30,47.48,522.30,2388.05,8173.90,8.4380,0.03,394,2388,100.00,38.84,23.3456,518.67,642.588,1591.6280000000002,1409.268,14.62,21.61,553.866,2388.028,9099.759999999998,1.3,47.464,521.7540000000001,2388.0340000000006,8173.982000000001,8.44098,0.03,393.2,2388.0,100.0,38.812,23.28484,0.0,0.25099003964301636,3.7844298117418007,3.4644308334847804,1.7763568394002505E-15,3.552713678800501E-15,0.31997031112275665,0.022383029285549576,5.240840009006097,2.220446049250313E-16,0.06020797289396089,0.2853576703016598,0.02856571371418999,3.5664745898435473,0.01789143929369595,6.938893903907228E-18,0.9165151389911679,0.0,0.0,0.12081390648431191,0.04445379173928824,1.0,0.006896551724137931,0.006896551724137931,0.006896551724137931,1.0,0.9241379310344827,0.013793103448275862,0.05517241379310345,0.006896551724137931,1.0,0.006896551724137931,0.027586206896551724,0.041379310344827586,0.006896551724137931,0.020689655172413793,1.0,0.06206896551724138,1.0,1.0,0.020689655172413793,0.006896551724137931,48 
33,50,0.0005,0.0005,100.0,518.67,642.42,1579.36,1416.53,14.62,21.61,553.56,2388.14,9059.56,1.30,47.61,520.95,2388.11,8134.27,8.4463,0.03,392,2388,100.00,38.73,23.2843,518.67,642.6120000000001,1588.0939999999998,1409.636,14.62,21.61,553.296,2388.1259999999993,9058.819999999998,1.3,47.59599999999999,521.4379999999999,2388.108,8137.160000000001,8.45348,0.03,393.2,2388.0,100.0,38.757999999999996,23.2971,0.0,0.3746585111805226,7.584593660836454,3.9609271641877273,1.7763568394002505E-15,3.552713678800501E-15,0.5069950690095303,0.01743559577409989,3.637595497028303,2.220446049250313E-16,0.09086253353280466,0.32021242949018613,0.02418677324485955,2.5802141383999695,0.019409536315945147,6.938893903907228E-18,1.1135528725660044,0.0,0.0,0.1088531120363598,0.047427380277641144,1.0,0.02,0.02,0.02,1.0,1.0,0.04,0.16,0.02,1.0,0.04,0.02,0.24,0.02,0.02,1.0,0.16,1.0,1.0,0.12,0.02,106 
34,203,-0.0011,-0.0001,100.0,518.67,643.74,1600.38,1427.49,14.62,21.61,551.77,2388.29,9036.27,1.30,48.13,519.44,2388.25,8122.11,8.5158,0.03,397,2388,100.00,38.62,23.0641,518.67,643.4300000000001,1600.218,1427.3619999999999,14.62,21.61,551.728,2388.2580000000003,9043.920000000002,1.3,48.114,519.806,2388.262,8124.694,8.4971,0.03,395.8,2388.0,100.0,38.486000000000004,23.137880000000003,0.0,0.19550191814915452,3.6170949669589745,5.505260121011552,1.7763568394002505E-15,3.552713678800501E-15,0.2523014070511743,0.03168595903556988,4.393795739448758,2.220446049250313E-16,0.104995237987252,0.35488589715568153,0.03330165161071844,3.233806580486756,0.013430994006401738,6.938893903907228E-18,1.2000000000000002,0.0,0.0,0.12500000000000017,0.047908021249056104,1.0,0.0049261083743842365,0.0049261083743842365,0.0049261083743842365,1.0,0.9310344827586207,0.0049261083743842365,0.009852216748768473,0.0049261083743842365,1.0,0.0049261083743842365,0.0049261083743842365,0.009852216748768473,0.0049261083743842365,0.0049261083743842365,1.0,0.014778325123152709,1.0,1.0,0.014778325123152709,0.0049261083743842365,7 
35,198,-0.0047,-0.0003,100.0,518.67,643.40,1602.02,1428.42,14.62,21.61,551.76,2388.26,9079.88,1.30,48.10,519.81,2388.22,8153.85,8.5141,0.03,395,2388,100.00,38.63,23.1161,518.67,643.422,1599.6119999999999,1426.084,14.62,21.61,551.9159999999999,2388.2239999999997,9081.808,1.3,48.044,520.03,2388.2019999999998,8154.024,8.50908,0.03,395.6,2388.0,100.0,38.588,23.10104,0.0,0.16460862674841142,1.6965438396929466,3.600721594347435,1.7763568394002505E-15,3.552713678800501E-15,0.36249137920783775,0.02271563338329254,4.876742355302113,2.220446049250313E-16,0.11918053532351569,0.2625642778445103,0.021540659228514204,4.148003857278831,0.014483217874491739,6.938893903907228E-18,1.019803902718557,0.0,0.0,0.09699999999999938,0.059077288360248933,1.0,0.010101010101010102,0.005050505050505051,0.005050505050505051,1.0,1.0,0.005050505050505051,0.005050505050505051,0.005050505050505051,1.0,0.005050505050505051,0.005050505050505051,0.025252525252525252,0.005050505050505051,0.005050505050505051,1.0,0.16161616161616163,1.0,1.0,0.025252525252525252,0.005050505050505051,11 
36,126,-0.0018,-0.0002,100.0,518.67,642.94,1599.19,1418.98,14.62,21.61,552.32,2388.16,9056.30,1.30,47.94,520.01,2388.22,8136.96,8.5259,0.03,394,2388,100.00,38.54,23.1534,518.67,643.288,1600.852,1422.834,14.62,21.61,551.862,2388.168,9064.298,1.3,47.908,520.132,2388.2,8138.433999999999,8.49732,0.03,394.6,2388.0,100.0,38.594,23.17716,0.0,0.2547331937537616,3.2451824293866345,3.0393000839008706,1.7763568394002505E-15,3.552713678800501E-15,0.3967316473386275,0.028565713714135868,5.043458039876931,2.220446049250313E-16,0.09402659198333155,0.27853904573685956,0.0266270539114012,2.812743145045303,0.017699290946249866,6.938893903907228E-18,0.9,0.0,0.0,0.10979981785048656,0.061572884454116905,1.0,0.015873015873015872,0.015873015873015872,0.015873015873015872,1.0,1.0,0.007936507936507936,0.12698412698412698,0.015873015873015872,1.0,0.007936507936507936,0.007936507936507936,0.015873015873015872,0.023809523809523808,0.007936507936507936,1.0,0.3412698412698413,1.0,1.0,0.015873015873015872,0.007936507936507936,19 
37,121,-0.0006,0.0002,100.0,518.67,643.34,1593.15,1413.38,14.62,21.61,552.56,2388.18,9041.71,1.30,47.69,520.69,2388.15,8119.07,8.4944,0.03,394,2388,100.00,38.76,23.2145,518.67,643.142,1587.988,1412.594,14.62,21.61,552.944,2388.19,9042.59,1.3,47.714,520.984,2388.178,8121.244000000001,8.47244,0.03,393.8,2388.0,100.0,38.629999999999995,23.240119999999997,0.0,0.3499199908550515,4.628734708319358,1.6225439901586625,1.7763568394002505E-15,3.552713678800501E-15,0.38717437931765314,0.01428285685709818,3.535109050651605,2.220446049250313E-16,0.08662563131083105,0.18624983221468597,0.024576411454881465,2.31025885995479,0.012969641475384248,6.938893903907228E-18,0.7483314773547883,0.0,0.0,0.1451378654934693,0.07172499215754546,1.0,0.008264462809917356,0.008264462809917356,0.008264462809917356,1.0,0.9752066115702479,0.008264462809917356,0.01652892561983471,0.008264462809917356,1.0,0.024793388429752067,0.008264462809917356,0.01652892561983471,0.008264462809917356,0.008264462809917356,1.0,0.09917355371900827,1.0,1.0,0.01652892561983471,0.008264462809917356,21 
38,125,-0.0015,-0.0003,100.0,518.67,643.04,1588.23,1404.91,14.62,21.61,553.09,2388.14,9086.18,1.30,47.86,520.91,2388.15,8160.76,8.4695,0.03,393,2388,100.00,38.78,23.1739,518.67,642.9939999999999,1591.426,1413.4479999999999,14.62,21.61,552.73,2388.138,9078.966,1.3,47.802,520.952,2388.1099999999997,8156.838000000001,8.48226,0.03,394.2,2388.0,100.0,38.766000000000005,23.186739999999997,0.0,0.27256008511885843,3.2461578827900754,4.329416126915946,1.7763568394002505E-15,3.552713678800501E-15,0.5106123774449656,0.028635642126510784,4.482862478372345,2.220446049250313E-16,0.11049434374663732,0.26317294693794385,0.029478805945919714,4.312339968045213,0.017022984462191047,6.938893903907228E-18,1.019803902718557,0.0,0.0,0.12335315156087454,0.03793376991547242,1.0,0.016,0.008,0.008,1.0,1.0,0.008,0.096,0.008,1.0,0.016,0.008,0.056,0.008,0.008,1.0,0.416,1.0,1.0,0.008,0.016,50 
39,37,0.0004,0.0003,100.0,518.67,642.09,1581.58,1402.17,14.62,21.61,554.03,2388.02,9061.91,1.30,47.20,521.94,2388.00,8147.31,8.3904,0.03,393,2388,100.00,38.82,23.3721,518.67,641.8100000000001,1584.9699999999998,1398.6560000000002,14.62,21.61,554.192,2388.0080000000003,9058.87,1.3,47.212,522.0519999999999,2388.022,8143.639999999999,8.40526,0.03,391.6,2388.0,100.0,38.97,23.37126,0.0,0.31041262860907276,3.9684557449970765,2.816742089719959,1.7763568394002505E-15,3.552713678800501E-15,0.18290981384278912,0.022715633383216468,4.575925698697381,2.220446049250313E-16,0.07922120928135322,0.2913571691240732,0.0331813200462132,2.7819309840468986,0.022168773082874745,6.938893903907228E-18,0.806225774829855,0.0,0.0,0.0976933979345583,0.054363388415367024,1.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,1.0,0.918918918918919,0.02702702702702703,0.24324324324324326,0.02702702702702703,1.0,0.05405405405405406,0.05405405405405406,0.10810810810810811,0.02702702702702703,0.02702702702702703,1.0,0.13513513513513514,1.0,1.0,0.02702702702702703,0.02702702702702703,142 
40,133,-0.0036,-0.0005,100.0,518.67,643.20,1603.15,1420.48,14.62,21.61,552.57,2388.17,9066.45,1.30,47.84,520.41,2388.17,8143.07,8.4700,0.03,396,2388,100.00,38.58,23.0906,518.67,643.1700000000001,1595.202,1418.9740000000002,14.62,21.61,552.456,2388.188,9071.384,1.3,47.86,520.596,2388.178,8145.751999999999,8.473279999999999,0.03,394.8,2388.0,100.0,38.636,23.176319999999997,0.0,0.22032022149590297,4.733160571964629,3.090531345901561,1.7763568394002505E-15,3.552713678800501E-15,0.6124867345502393,0.02959729717392588,4.235573632933518,2.220446049250313E-16,0.06870225614927014,0.1872137815439899,0.036551333765005675,3.960691353791728,0.010242968319779179,6.938893903907228E-18,1.0954451150103321,0.0,0.0,0.0744580418759445,0.07001011426929693,1.0,0.007518796992481203,0.007518796992481203,0.015037593984962405,1.0,1.0,0.015037593984962405,0.08270676691729323,0.007518796992481203,1.0,0.015037593984962405,0.007518796992481203,0.045112781954887216,0.007518796992481203,0.022556390977443608,1.0,0.045112781954887216,1.0,1.0,0.022556390977443608,0.007518796992481203,28 
41,123,-0.0018,0.0001,100.0,518.67,642.54,1594.24,1416.76,14.62,21.61,553.02,2388.19,9036.88,1.30,47.64,520.61,2388.20,8115.82,8.4533,0.03,395,2388,100.00,38.84,23.1718,518.67,642.864,1593.502,1414.922,14.62,21.61,552.612,2388.188,9036.64,1.3,47.772000000000006,520.762,2388.1940000000004,8115.564,8.46748,0.03,394.4,2388.0,100.0,38.708,23.223760000000002,0.0,0.2666908322383866,3.0684896936441026,3.902904559427489,1.7763568394002505E-15,3.552713678800501E-15,0.4758613243372485,0.019493588689553542,3.823678987572512,2.220446049250313E-16,0.09767292357659844,0.2945589923937169,0.01688194301613898,1.8195109232977607,0.021587795163008374,6.938893903907228E-18,1.044030650891055,0.0,0.0,0.11232096865679228,0.06162644237662929,1.0,0.016260162601626018,0.008130081300813009,0.008130081300813009,1.0,0.9349593495934959,0.008130081300813009,0.024390243902439025,0.008130081300813009,1.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.008130081300813009,0.008130081300813009,1.0,0.032520325203252036,1.0,1.0,0.016260162601626018,0.008130081300813009,18 
42,156,-0.0004,-0.0000,100.0,518.67,643.31,1599.55,1425.12,14.62,21.61,550.94,2388.27,9026.89,1.30,47.89,520.54,2388.27,8118.45,8.4792,0.03,395,2388,100.00,38.51,23.0940,518.67,643.384,1595.974,1420.946,14.62,21.61,551.772,2388.264,9035.74,1.3,47.906000000000006,520.226,2388.244,8114.0999999999985,8.476040000000001,0.03,395.2,2388.0,100.0,38.538,23.154500000000002,0.0,0.35204545161102196,2.5687625425484275,4.815583453746756,1.7763568394002505E-15,3.552713678800501E-15,0.4547625754170909,0.03903844259193231,4.263660516504757,2.220446049250313E-16,0.10313098467483026,0.46933996207439954,0.030919249667552502,3.3962751655306294,0.012269396888192972,6.938893903907228E-18,0.8306623862918074,0.0,0.0,0.08146164741766482,0.0450601331555954,1.0,0.00641025641025641,0.00641025641025641,0.00641025641025641,1.0,0.9423076923076923,0.00641025641025641,0.01282051282051282,0.00641025641025641,1.0,0.00641025641025641,0.00641025641025641,0.01282051282051282,0.00641025641025641,0.00641025641025641,1.0,0.03205128205128205,1.0,1.0,0.00641025641025641,0.00641025641025641,10 
43,172,-0.0030,0.0003,100.0,518.67,642.77,1594.19,1418.40,14.62,21.61,552.25,2388.13,9052.93,1.30,47.60,520.86,2388.16,8135.46,8.4456,0.03,394,2388,100.00,38.63,23.2379,518.67,643.038,1591.8,1412.628,14.62,21.61,553.0020000000001,2388.124,9055.994,1.3,47.678000000000004,521.236,2388.13,8134.296,8.44692,0.03,394.4,2388.0,100.0,38.779999999999994,23.26068,0.0,0.32116818024207316,1.8225556232938418,4.421963817129226,1.7763568394002505E-15,3.552713678800501E-15,0.45308277389458446,0.022912878474773243,3.47463724725328,2.220446049250313E-16,0.10621205204683787,0.23311799587332935,0.030724582991473137,2.2201038264009396,0.016836460435613914,6.938893903907228E-18,0.8944271909999159,0.0,0.0,0.10511422358558224,0.056313145889747,1.0,0.023255813953488372,0.01744186046511628,0.005813953488372093,1.0,1.0,0.005813953488372093,0.040697674418604654,0.03488372093023256,1.0,0.023255813953488372,0.005813953488372093,0.011627906976744186,0.011627906976744186,0.011627906976744186,1.0,0.19186046511627908,1.0,1.0,0.005813953488372093,0.005813953488372093,59 
44,54,0.0001,0.0002,100.0,518.67,642.49,1582.30,1415.29,14.62,21.61,552.97,2388.13,9057.77,1.30,47.52,521.73,2388.10,8131.44,8.4391,0.03,392,2388,100.00,38.85,23.3058,518.67,642.434,1587.5679999999998,1407.95,14.62,21.61,553.698,2388.1020000000003,9056.210000000001,1.3,47.43,521.7920000000001,2388.08,8135.246000000001,8.43404,0.03,393.0,2388.0,100.0,38.836,23.338540000000002,0.0,0.19915069670980431,3.7118686668577383,4.173083871670936,1.7763568394002505E-15,3.552713678800501E-15,0.47133958034520707,0.030594117081585367,4.640184910108644,2.220446049250313E-16,0.08876936408468822,0.28852036323281477,0.019390719429591394,2.3538141387970124,0.027660737517282364,6.938893903907228E-18,1.1357816691600549,0.0,0.0,0.07340980860893086,0.03959066682944353,1.0,0.037037037037037035,0.018518518518518517,0.018518518518518517,1.0,1.0,0.018518518518518517,0.05555555555555555,0.018518518518518517,1.0,0.05555555555555555,0.037037037037037035,0.1111111111111111,0.018518518518518517,0.018518518518518517,1.0,0.2222222222222222,1.0,1.0,0.05555555555555555,0.018518518518518517,109 
45,152,0.0044,0.0002,100.0,518.67,642.75,1598.59,1410.33,14.62,21.61,553.20,2388.15,9067.31,1.30,47.57,520.76,2388.15,8140.56,8.4695,0.03,394,2388,100.00,38.58,23.3120,518.67,642.8860000000001,1594.946,1412.6680000000001,14.62,21.61,552.99,2388.1079999999997,9061.566,1.3,47.62,521.0799999999999,2388.1320000000005,8139.331999999999,8.468879999999999,0.03,394.2,2388.0,100.0,38.693999999999996,23.26008,0.0,0.1775387281693764,3.3724679390618375,2.8622326949428993,1.7763568394002505E-15,3.552713678800501E-15,0.48297929562248126,0.03436568055479564,3.857088150405589,2.220446049250313E-16,0.1350555441290731,0.36530124554946647,0.03132091952665307,2.784871451252314,0.018140441008972028,6.938893903907228E-18,0.7810249675906655,0.0,0.0,0.12247448713915896,0.04550707197788134,1.0,0.02631578947368421,0.006578947368421052,0.006578947368421052,1.0,1.0,0.02631578947368421,0.03289473684210526,0.013157894736842105,1.0,0.046052631578947366,0.006578947368421052,0.046052631578947366,0.02631578947368421,0.019736842105263157,1.0,0.19736842105263158,1.0,1.0,0.013157894736842105,0.019736842105263157,114 
