UnitNumber,Time,Setting1,Setting2,Setting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,RUL
17,127,0.0002,-0.0002,100.0,518.67,642.23,1587.57,1405.74,14.62,21.61,553.96,2388.0,9069.36,1.3,47.45,521.9,2388.02,8143.57,8.408,0.03,392,2388,100.0,38.86,23.4545,149.0
5,143,0.0004,-0.0003,100.0,518.67,642.4,1587.63,1397.69,14.62,21.61,554.91,2387.94,9075.83,1.3,47.28,522.06,2388.06,8153.38,8.3784,0.03,392,2388,100.0,38.92,23.4932,126.0
80,84,0.0005,-0.0,100.0,518.67,642.92,1590.97,1415.45,14.62,21.61,553.79,2388.08,9063.72,1.3,47.56,521.56,2388.12,8137.1,8.4401,0.03,393,2388,100.0,38.66,23.2036,101.0
90,102,0.0014,-0.0002,100.0,518.67,642.6,1589.53,1406.13,14.62,21.61,553.32,2388.1,9050.13,1.3,47.5,521.44,2388.05,8132.06,8.4374,0.03,394,2388,100.0,38.83,23.4159,52.0
64,116,-0.0041,0.0003,100.0,518.67,642.5,1593.55,1411.56,14.62,21.61,553.34,2388.12,9052.76,1.3,47.52,521.35,2388.1,8138.9,8.453,0.03,392,2388,100.0,38.73,23.272,167.0
82,113,0.0015,0.0001,100.0,518.67,642.22,1584.18,1404.66,14.62,21.61,554.56,2388.07,9073.42,1.3,47.37,522.43,2387.97,8152.62,8.4139,0.03,393,2388,100.0,38.98,23.4146,101.0
17,87,-0.0018,0.0002,100.0,518.67,642.22,1589.28,1395.99,14.62,21.61,554.69,2387.96,9065.55,1.3,47.14,522.3,2388.02,8145.33,8.4027,0.03,393,2388,100.0,39.08,23.4516,189.0
47,101,0.0027,0.0003,100.0,518.67,641.96,1591.32,1399.9,14.62,21.61,553.93,2387.97,9068.19,1.3,47.13,521.61,2387.97,8147.26,8.3987,0.03,392,2388,100.0,38.85,23.4541,113.0
53,55,0.0031,0.0003,100.0,518.67,642.67,1592.11,1406.87,14.62,21.61,554.14,2388.08,9061.96,1.3,47.35,521.04,2388.08,8147.12,8.4057,0.03,392,2388,100.0,39.03,23.3498,140.0
24,121,-0.0046,-0.0002,100.0,518.67,643.62,1599.66,1415.73,14.62,21.61,552.36,2388.11,9048.54,1.3,47.6,521.18,2388.15,8131.42,8.4492,0.03,393,2388,100.0,38.83,23.3677,26.0
81,27,0.002,-0.0004,100.0,518.67,642.5,1578.34,1408.77,14.62,21.61,553.67,2388.05,9058.29,1.3,47.35,521.99,2388.01,8138.22,8.4337,0.03,392,2388,100.0,38.82,23.3601,213.0
54,141,-0.0026,0.0003,100.0,518.67,642.12,1583.48,1403.79,14.62,21.61,553.9,2387.97,9070.0,1.3,47.34,522.1,2388.01,8151.45,8.3872,0.03,392,2388,100.0,38.91,23.3524,116.0
29,55,0.0012,-0.0004,100.0,518.67,642.29,1589.22,1404.2,14.62,21.61,553.71,2388.09,9059.92,1.3,47.41,521.22,2388.08,8139.53,8.4346,0.03,393,2388,100.0,38.76,23.3344,108.0
45,146,0.0008,0.0003,100.0,518.67,642.82,1597.71,1426.24,14.62,21.61,552.01,2388.2,9092.16,1.3,47.97,520.09,2388.22,8162.01,8.4907,0.03,395,2388,100.0,38.58,23.2119,12.0
2,274,-0.0,0.0004,100.0,518.67,643.18,1598.98,1427.83,14.62,21.61,551.25,2388.2,9089.3,1.3,48.07,519.73,2388.18,8161.62,8.488,0.03,396,2388,100.0,38.27,23.1046,13.0
59,200,0.0044,-0.0002,100.0,518.67,643.15,1604.41,1413.77,14.62,21.61,552.35,2388.16,9069.71,1.3,47.72,521.05,2388.17,8141.09,8.4723,0.03,394,2388,100.0,38.69,23.3227,31.0
90,151,0.0019,0.0001,100.0,518.67,643.64,1594.85,1426.44,14.62,21.61,550.62,2388.24,9035.23,1.3,47.8,520.31,2388.29,8106.06,8.4937,0.03,397,2388,100.0,38.59,23.0981,3.0
51,115,-0.0016,0.0005,100.0,518.67,642.42,1585.85,1401.92,14.62,21.61,553.61,2387.99,9077.48,1.3,47.43,522.63,2388.01,8155.31,8.4119,0.03,393,2388,100.0,39.0,23.3883,98.0
97,144,-0.0024,0.0002,100.0,518.67,642.21,1579.62,1406.0,14.62,21.61,553.59,2388.06,9088.08,1.3,47.53,521.91,2388.07,8161.36,8.4363,0.03,393,2388,100.0,38.85,23.3785,58.0
53,111,-0.003,-0.0004,100.0,518.67,642.57,1589.76,1405.52,14.62,21.61,553.74,2388.12,9072.87,1.3,47.39,521.95,2388.09,8149.77,8.4192,0.03,393,2388,100.0,38.83,23.2521,84.0
36,124,0.0002,0.0004,100.0,518.67,642.76,1595.89,1412.12,14.62,21.61,552.83,2388.17,9054.35,1.3,47.99,520.69,2388.15,8136.13,8.4964,0.03,393,2388,100.0,38.66,23.2345,34.0
2,252,-0.004,0.0004,100.0,518.67,642.83,1596.89,1422.69,14.62,21.61,552.51,2388.11,9077.59,1.3,47.7,519.98,2388.14,8155.19,8.4779,0.03,394,2388,100.0,38.5,23.2033,35.0
96,258,0.003,-0.0001,100.0,518.67,642.4,1590.06,1408.76,14.62,21.61,553.33,2388.12,9060.64,1.3,47.56,520.93,2388.1,8134.14,8.428,0.03,394,2388,100.0,38.72,23.2828,78.0
6,155,-0.0013,0.0005,100.0,518.67,642.67,1589.15,1419.23,14.62,21.61,551.6,2388.22,9043.17,1.3,47.96,520.22,2388.26,8111.29,8.4829,0.03,395,2388,100.0,38.55,23.1345,33.0
44,124,-0.005,0.0002,100.0,518.67,642.76,1591.77,1410.38,14.62,21.61,553.1,2388.05,9070.73,1.3,47.44,522.07,2388.05,8151.1,8.4538,0.03,393,2388,100.0,38.79,23.2514,68.0
19,125,0.0003,-0.0003,100.0,518.67,643.61,1596.71,1419.75,14.62,21.61,551.93,2388.19,9046.72,1.3,47.98,520.4,2388.19,8123.15,8.4764,0.03,394,2388,100.0,38.59,23.2692,33.0
88,145,0.0026,-0.0003,100.0,518.67,642.85,1589.5,1408.87,14.62,21.61,554.1,2388.03,9080.81,1.3,47.58,521.76,2388.07,8163.37,8.4366,0.03,395,2388,100.0,38.86,23.3371,68.0
60,108,0.0024,-0.0004,100.0,518.67,642.95,1587.13,1406.0,14.62,21.61,553.06,2388.09,9067.16,1.3,47.57,520.86,2388.1,8142.88,8.4256,0.03,393,2388,100.0,38.75,23.3807,64.0
87,27,0.0003,-0.0001,100.0,518.67,643.07,1584.95,1404.56,14.62,21.61,554.16,2388.09,9060.19,1.3,47.43,521.37,2388.01,8142.77,8.3933,0.03,392,2388,100.0,38.87,23.3299,151.0
11,189,0.0008,0.0,100.0,518.67,642.45,1596.93,1404.31,14.62,21.61,552.94,2388.06,9083.66,1.3,47.48,521.06,2388.08,8170.05,8.4781,0.03,394,2388,100.0,38.69,23.3143,51.0
38,16,0.0029,0.0001,100.0,518.67,642.64,1582.04,1412.53,14.62,21.61,554.33,2388.17,9049.28,1.3,47.44,521.32,2388.13,8132.15,8.4355,0.03,392,2388,100.0,38.8,23.3469,178.0
19,24,-0.0013,-0.0002,100.0,518.67,642.9,1592.19,1407.48,14.62,21.61,553.64,2388.13,9037.45,1.3,47.74,521.49,2388.13,8122.86,8.4323,0.03,392,2388,100.0,38.97,23.3265,134.0
76,63,0.0013,-0.0,100.0,518.67,642.75,1594.93,1408.51,14.62,21.61,553.51,2388.11,9055.2,1.3,47.52,521.58,2388.2,8127.21,8.4532,0.03,393,2388,100.0,38.78,23.1078,147.0
79,130,0.0028,-0.0001,100.0,518.67,642.51,1582.33,1410.22,14.62,21.61,554.11,2388.14,9063.23,1.3,47.39,521.93,2388.03,8147.28,8.443,0.03,392,2388,100.0,38.9,23.3328,69.0
76,156,-0.0005,-0.0,100.0,518.67,643.21,1594.88,1414.96,14.62,21.61,552.73,2388.19,9055.22,1.3,47.8,520.45,2388.17,8125.7,8.4621,0.03,394,2388,100.0,38.54,23.2717,54.0
88,149,-0.0014,0.0005,100.0,518.67,642.96,1595.99,1415.82,14.62,21.61,553.72,2388.05,9078.56,1.3,47.64,521.74,2388.09,8161.86,8.4687,0.03,392,2388,100.0,38.81,23.2515,64.0
57,37,-0.0012,-0.0002,100.0,518.67,641.97,1588.01,1406.09,14.62,21.61,553.43,2388.06,9044.76,1.3,47.21,522.15,2388.1,8135.24,8.4486,0.03,393,2388,100.0,38.75,23.4992,100.0
26,182,-0.001,-0.0001,100.0,518.67,643.14,1601.23,1429.21,14.62,21.61,552.05,2388.15,9123.09,1.3,47.84,520.78,2388.11,8184.24,8.4827,0.03,394,2388,100.0,38.65,23.2101,17.0
84,131,-0.0009,-0.0003,100.0,518.67,642.33,1592.2,1414.19,14.62,21.61,552.84,2388.17,9050.93,1.3,47.62,521.43,2388.16,8127.47,8.4547,0.03,393,2388,100.0,38.86,23.2802,136.0
54,32,-0.0031,0.0004,100.0,518.67,642.64,1584.63,1398.24,14.62,21.61,553.63,2388.06,9060.06,1.3,47.09,522.15,2388.02,8138.67,8.433,0.03,391,2388,100.0,39.1,23.4876,225.0
48,88,-0.0014,0.0004,100.0,518.67,642.53,1588.09,1405.22,14.62,21.61,554.39,2388.06,9072.06,1.3,47.18,522.18,2387.98,8151.18,8.4046,0.03,392,2388,100.0,38.9,23.4976,143.0
59,132,0.0025,-0.0004,100.0,518.67,641.88,1587.92,1407.67,14.62,21.61,554.54,2388.05,9061.19,1.3,47.27,522.39,2388.1,8141.45,8.3939,0.03,392,2388,100.0,39.02,23.3626,99.0
26,199,-0.0005,0.0003,100.0,518.67,643.51,1599.25,1432.5,14.62,21.61,551.79,2388.19,9159.51,1.3,48.05,519.2,2388.2,8222.42,8.5347,0.03,398,2388,100.0,38.27,22.9867,0.0
73,15,0.0018,-0.0002,100.0,518.67,642.47,1589.55,1407.19,14.62,21.61,553.65,2388.15,9046.94,1.3,47.58,521.06,2388.13,8122.33,8.4465,0.03,393,2388,100.0,38.67,23.2624,198.0
3,124,-0.0048,-0.0003,100.0,518.67,642.0,1588.41,1405.29,14.62,21.61,553.12,2388.04,9083.78,1.3,47.31,521.32,2388.1,8161.91,8.4264,0.03,394,2388,100.0,39.09,23.3056,55.0
25,15,0.0023,-0.0004,100.0,518.67,642.82,1591.45,1407.76,14.62,21.61,554.06,2388.11,9042.43,1.3,47.25,521.71,2388.11,8124.11,8.4628,0.03,392,2388,100.0,38.83,23.3627,215.0
96,321,-0.0022,-0.0002,100.0,518.67,643.48,1591.28,1424.22,14.62,21.61,552.05,2388.19,9073.42,1.3,47.98,520.73,2388.23,8143.73,8.4949,0.03,395,2388,100.0,38.5,23.0989,15.0
72,152,0.0018,-0.0002,100.0,518.67,642.95,1592.23,1412.44,14.62,21.61,552.26,2388.16,9046.63,1.3,47.49,521.32,2388.16,8124.05,8.4555,0.03,393,2388,100.0,38.76,23.3037,61.0
90,110,0.0018,0.0002,100.0,518.67,643.06,1585.43,1411.78,14.62,21.61,554.28,2388.14,9056.83,1.3,47.57,520.75,2388.12,8124.81,8.4318,0.03,394,2388,100.0,38.76,23.2692,44.0
97,24,0.0002,-0.0002,100.0,518.67,642.81,1583.14,1399.74,14.62,21.61,554.44,2388.08,9045.83,1.3,47.32,522.15,2388.03,8130.05,8.4141,0.03,391,2388,100.0,38.95,23.424,178.0
83,115,0.0016,-0.0005,100.0,518.67,642.02,1586.69,1391.32,14.62,21.61,555.03,2388.01,9052.95,1.3,47.25,522.14,2388.01,8140.74,8.41,0.03,391,2388,100.0,38.92,23.4171,178.0
61,173,-0.0008,0.0004,100.0,518.67,643.77,1597.09,1423.02,14.62,21.61,551.95,2388.25,9046.24,1.3,48.02,520.46,2388.22,8120.92,8.4641,0.03,395,2388,100.0,38.5,23.1417,12.0
29,29,0.0013,-0.0003,100.0,518.67,642.71,1585.42,1405.28,14.62,21.61,554.41,2388.12,9059.45,1.3,47.54,521.37,2388.03,8142.06,8.4124,0.03,394,2388,100.0,39.1,23.3463,134.0
76,173,0.0005,0.0002,100.0,518.67,643.46,1594.78,1414.88,14.62,21.61,552.17,2388.2,9056.38,1.3,47.87,519.78,2388.22,8134.55,8.4619,0.03,393,2388,100.0,38.71,23.0934,37.0
29,74,0.004,0.0004,100.0,518.67,642.51,1582.53,1410.7,14.62,21.61,553.31,2388.04,9064.81,1.3,47.54,521.67,2388.1,8136.92,8.4618,0.03,392,2388,100.0,39.04,23.2955,89.0
18,177,0.0006,-0.0004,100.0,518.67,643.11,1602.3,1416.38,14.62,21.61,552.85,2388.03,9157.14,1.3,47.65,521.45,2388.12,8218.26,8.4567,0.03,396,2388,100.0,38.81,23.1773,18.0
33,152,0.0019,0.0005,100.0,518.67,642.47,1592.65,1412.92,14.62,21.61,553.48,2388.09,9059.64,1.3,47.71,521.2,2388.04,8135.87,8.4839,0.03,393,2388,100.0,38.9,23.2782,48.0
48,102,0.0012,-0.0002,100.0,518.67,642.05,1587.96,1404.51,14.62,21.61,554.59,2388.03,9066.87,1.3,47.27,522.46,2388.0,8153.16,8.4095,0.03,392,2388,100.0,39.03,23.3615,129.0
83,210,0.004,0.0002,100.0,518.67,642.39,1590.61,1408.78,14.62,21.61,553.24,2388.08,9052.82,1.3,47.51,520.91,2388.07,8135.69,8.412,0.03,394,2388,100.0,38.92,23.3263,83.0
52,22,-0.0026,0.0004,100.0,518.67,642.64,1588.46,1401.3,14.62,21.61,554.14,2388.09,9050.7,1.3,47.3,521.39,2388.16,8132.33,8.4221,0.03,392,2388,100.0,39.06,23.2732,191.0
56,112,0.0025,0.0002,100.0,518.67,642.61,1592.48,1406.91,14.62,21.61,552.8,2388.07,9061.15,1.3,47.45,521.08,2388.16,8138.08,8.4237,0.03,393,2388,100.0,38.8,23.291,163.0
74,20,-0.0013,-0.0005,100.0,518.67,642.4,1577.44,1406.25,14.62,21.61,554.39,2388.03,9065.01,1.3,47.28,522.32,2388.02,8148.2,8.4065,0.03,393,2388,100.0,38.87,23.3186,146.0
51,108,-0.0034,-0.0,100.0,518.67,642.67,1594.21,1401.17,14.62,21.6,553.94,2388.05,9077.1,1.3,47.28,522.12,2387.97,8152.63,8.4001,0.03,393,2388,100.0,39.03,23.4164,105.0
7,113,0.001,-0.0005,100.0,518.67,642.56,1580.83,1402.84,14.62,21.61,554.2,2388.09,9071.13,1.3,47.41,521.62,2388.08,8151.61,8.4005,0.03,392,2388,100.0,38.92,23.402,146.0
85,84,-0.0002,-0.0002,100.0,518.67,642.69,1588.56,1414.89,14.62,21.61,552.39,2388.18,9052.15,1.3,47.62,522.13,2388.1,8128.97,8.4713,0.03,394,2388,100.0,38.89,23.25,104.0
14,81,0.0029,-0.0001,100.0,518.67,643.22,1590.64,1411.53,14.62,21.61,553.72,2388.12,9060.51,1.3,47.46,521.87,2388.1,8134.7,8.4098,0.03,393,2388,100.0,38.81,23.1852,99.0
41,52,-0.0028,-0.0001,100.0,518.67,641.94,1586.37,1400.62,14.62,21.61,554.0,2388.09,9060.8,1.3,47.0,522.07,2387.98,8142.97,8.4082,0.03,392,2388,100.0,39.02,23.3932,164.0
83,98,0.0006,-0.0004,100.0,518.67,642.38,1587.34,1396.74,14.62,21.61,554.19,2387.97,9050.81,1.3,47.27,522.42,2388.01,8138.53,8.3954,0.03,391,2388,100.0,38.92,23.4531,195.0
45,69,-0.0019,-0.0003,100.0,518.67,642.62,1587.53,1395.54,14.62,21.61,554.43,2388.03,9068.4,1.3,47.31,522.0,2388.01,8156.75,8.3977,0.03,392,2388,100.0,39.01,23.4174,89.0
32,176,0.0014,0.0004,100.0,518.67,643.56,1595.79,1427.29,14.62,21.61,551.37,2388.18,9078.08,1.3,47.93,520.0,2388.2,8151.65,8.4987,0.03,395,2388,100.0,38.59,23.156,15.0
68,196,-0.0017,-0.0005,100.0,518.67,643.74,1604.93,1428.54,14.62,21.61,551.85,2388.15,9154.59,1.3,48.12,520.43,2388.11,8221.66,8.5285,0.03,398,2388,100.0,38.33,23.1495,3.0
91,6,-0.0035,0.0004,100.0,518.67,642.93,1596.45,1411.41,14.62,21.61,553.08,2388.13,9059.51,1.3,47.54,521.01,2388.1,8130.9,8.4826,0.03,396,2388,100.0,38.76,23.2511,129.0
41,177,-0.0026,0.0004,100.0,518.67,643.14,1590.16,1414.19,14.62,21.61,553.38,2388.07,9095.05,1.3,47.72,520.6,2388.08,8170.74,8.4863,0.03,392,2388,100.0,38.75,23.2574,39.0
69,115,-0.004,0.0002,100.0,518.67,642.62,1592.14,1403.66,14.62,21.61,553.28,2388.07,9055.41,1.3,47.4,521.99,2388.05,8138.1,8.3966,0.03,394,2388,100.0,38.84,23.287,247.0
20,108,-0.0007,-0.0002,100.0,518.67,642.32,1585.96,1408.45,14.62,21.61,553.24,2388.12,9060.99,1.3,47.57,521.68,2388.1,8143.61,8.4528,0.03,393,2388,100.0,38.82,23.3125,126.0
69,197,-0.0033,0.0004,100.0,518.67,643.04,1590.52,1405.28,14.62,21.61,553.73,2388.12,9060.98,1.3,47.47,521.23,2388.1,8137.19,8.4257,0.03,393,2388,100.0,38.8,23.3436,165.0
96,231,0.0014,0.0005,100.0,518.67,642.91,1589.55,1415.9,14.62,21.61,553.24,2388.16,9058.19,1.3,47.47,521.68,2388.15,8136.15,8.438,0.03,392,2388,100.0,38.91,23.3061,105.0
40,15,-0.0023,0.0001,100.0,518.67,643.19,1591.23,1412.32,14.62,21.61,552.93,2388.15,9048.76,1.3,47.61,521.52,2388.12,8136.89,8.4483,0.03,393,2388,100.0,38.73,23.3176,173.0
62,29,0.0026,0.0001,100.0,518.67,642.78,1595.36,1410.11,14.62,21.61,553.33,2388.19,9060.39,1.3,47.6,521.77,2388.15,8139.18,8.4882,0.03,393,2388,100.0,38.77,23.263,151.0
9,38,-0.0012,0.0002,100.0,518.67,641.74,1590.18,1393.55,14.62,21.61,555.04,2387.96,9061.91,1.3,47.03,521.87,2387.97,8150.74,8.3881,0.03,392,2388,100.0,38.84,23.4311,163.0
31,105,0.0026,-0.0003,100.0,518.67,642.24,1588.38,1398.02,14.62,21.6,553.83,2388.03,9054.88,1.3,47.14,521.85,2388.04,8143.61,8.4088,0.03,391,2388,100.0,39.02,23.2901,129.0
22,21,-0.0014,0.0,100.0,518.67,642.56,1593.16,1409.59,14.62,21.61,553.37,2388.12,9044.41,1.3,47.68,520.71,2388.14,8123.6,8.4246,0.03,393,2388,100.0,38.84,23.2658,181.0
67,102,0.0022,0.0005,100.0,518.67,642.33,1597.12,1407.97,14.62,21.61,553.31,2388.05,9067.58,1.3,47.35,521.54,2388.04,8147.14,8.4081,0.03,394,2388,100.0,38.91,23.3142,211.0
39,27,0.0008,-0.0,100.0,518.67,642.88,1595.83,1412.91,14.62,21.61,552.75,2388.13,9044.45,1.3,47.54,521.91,2388.18,8123.65,8.4644,0.03,394,2388,100.0,38.8,23.2626,101.0
59,70,-0.001,0.0005,100.0,518.67,642.09,1580.28,1400.71,14.62,21.61,553.66,2388.01,9054.67,1.3,47.07,522.73,2387.98,8138.23,8.3928,0.03,391,2388,100.0,38.73,23.4732,161.0
12,45,-0.0018,0.0001,100.0,518.67,642.76,1598.73,1409.85,14.62,21.61,553.38,2388.13,9052.92,1.3,47.64,521.07,2388.13,8124.06,8.4452,0.03,395,2388,100.0,38.84,23.2244,125.0
55,44,0.0013,-0.0001,100.0,518.67,642.2,1587.01,1401.61,14.62,21.61,553.75,2388.06,9050.6,1.3,47.34,521.3,2388.05,8130.73,8.4178,0.03,392,2388,100.0,38.92,23.3216,149.0
89,204,0.001,-0.0004,100.0,518.67,644.18,1601.77,1421.7,14.62,21.61,552.14,2388.13,9073.44,1.3,48.01,520.2,2388.2,8147.61,8.4965,0.03,395,2388,100.0,38.48,23.1124,13.0
49,25,0.0023,-0.0002,100.0,518.67,643.03,1590.76,1404.64,14.62,21.61,553.99,2388.08,9049.72,1.3,47.51,521.42,2388.11,8124.23,8.4059,0.03,391,2388,100.0,38.76,23.368,190.0
9,37,-0.0009,-0.0003,100.0,518.67,642.35,1579.77,1397.08,14.62,21.61,553.84,2388.0,9069.05,1.3,47.26,522.19,2388.01,8147.94,8.392,0.03,391,2388,100.0,38.88,23.3842,164.0
77,51,-0.0018,-0.0003,100.0,518.67,642.27,1588.62,1409.17,14.62,21.61,553.42,2388.16,9046.56,1.3,47.67,521.7,2388.08,8124.53,8.4048,0.03,391,2388,100.0,38.87,23.3369,103.0
75,186,-0.0,-0.0001,100.0,518.67,642.47,1594.11,1412.71,14.62,21.61,551.77,2388.25,9045.21,1.3,47.71,520.61,2388.23,8112.98,8.5335,0.03,394,2388,100.0,38.63,23.2189,43.0
40,169,0.0004,-0.0003,100.0,518.67,643.27,1598.73,1423.45,14.62,21.61,552.01,2388.11,9102.26,1.3,48.13,520.22,2388.14,8176.48,8.513,0.03,395,2388,100.0,38.51,23.0678,19.0
38,145,0.0036,-0.0005,100.0,518.67,643.36,1591.29,1412.79,14.62,21.61,552.78,2388.16,9081.27,1.3,47.85,520.97,2388.06,8149.53,8.4581,0.03,396,2388,100.0,38.56,23.1519,49.0
12,168,0.0007,0.0002,100.0,518.67,643.59,1596.25,1429.19,14.62,21.61,551.27,2388.29,9055.55,1.3,48.18,519.01,2388.27,8125.62,8.5275,0.03,396,2388,100.0,38.52,23.1209,2.0
90,31,-0.0035,0.0001,100.0,518.67,642.61,1589.73,1396.23,14.62,21.61,553.6,2388.02,9055.07,1.3,47.1,522.48,2387.97,8137.21,8.4006,0.03,390,2388,100.0,39.11,23.4237,123.0
16,209,0.0012,-0.0002,100.0,518.67,643.61,1601.47,1429.68,14.62,21.61,551.17,2388.25,9060.94,1.3,48.28,519.44,2388.26,8132.25,8.5258,0.03,397,2388,100.0,38.35,23.1505,0.0
66,87,-0.0025,-0.0003,100.0,518.67,643.06,1591.39,1413.86,14.62,21.61,552.63,2388.17,9062.01,1.3,47.67,521.11,2388.12,8136.23,8.4382,0.03,395,2388,100.0,38.7,23.1691,115.0
82,174,0.0015,-0.0004,100.0,518.67,643.56,1595.78,1407.61,14.62,21.61,553.92,2388.05,9115.93,1.3,47.6,521.18,2388.03,8188.23,8.4469,0.03,394,2388,100.0,39.03,23.2962,40.0
63,3,-0.0015,-0.0001,100.0,518.67,642.55,1600.15,1404.54,14.62,21.61,553.22,2388.09,9057.29,1.3,47.52,521.53,2388.06,8134.44,8.4368,0.03,392,2388,100.0,39.0,23.3173,171.0
50,197,-0.0026,-0.0001,100.0,518.67,643.73,1599.94,1432.87,14.62,21.61,551.18,2388.19,9132.97,1.3,48.22,519.48,2388.2,8194.64,8.5241,0.03,397,2388,100.0,38.52,23.0832,1.0
3,154,0.0021,-0.0001,100.0,518.67,643.15,1599.04,1414.53,14.62,21.61,553.26,2388.03,9123.01,1.3,47.63,521.48,2388.0,8191.96,8.4483,0.03,393,2388,100.0,38.63,23.1781,25.0
63,154,0.0001,0.0004,100.0,518.67,643.05,1597.51,1418.06,14.62,21.61,553.2,2388.07,9115.13,1.3,47.83,520.8,2388.17,8188.56,8.4902,0.03,395,2388,100.0,38.67,23.1184,20.0
86,255,0.0038,-0.0002,100.0,518.67,643.23,1603.44,1420.01,14.62,21.61,552.63,2388.2,9072.66,1.3,47.97,519.91,2388.19,8149.66,8.5189,0.03,397,2388,100.0,38.57,23.1083,23.0
71,17,-0.0002,0.0001,100.0,518.67,642.26,1583.56,1407.35,14.62,21.61,552.63,2388.11,9042.1,1.3,47.45,521.65,2388.1,8130.92,8.4675,0.03,394,2388,100.0,38.66,23.3009,191.0
48,123,-0.0006,-0.0004,100.0,518.67,641.93,1592.87,1396.62,14.62,21.61,554.04,2388.06,9069.93,1.3,47.2,521.99,2388.03,8157.78,8.4086,0.03,393,2388,100.0,39.1,23.3386,108.0
52,65,0.0006,0.0002,100.0,518.67,642.17,1583.69,1406.45,14.62,21.61,553.7,2388.11,9049.69,1.3,47.38,521.32,2388.08,8135.55,8.3958,0.03,391,2388,100.0,38.78,23.3307,148.0
97,199,0.0019,-0.0002,100.0,518.67,643.97,1605.94,1429.9,14.62,21.61,551.84,2388.16,9201.83,1.3,48.07,520.13,2388.08,8258.58,8.4981,0.03,400,2388,100.0,38.59,23.0657,3.0
52,155,-0.001,0.0003,100.0,518.67,643.17,1591.52,1405.97,14.62,21.61,552.4,2388.12,9058.23,1.3,47.86,520.93,2388.17,8143.44,8.44,0.03,394,2388,100.0,38.71,23.1354,58.0
25,54,0.0031,0.0004,100.0,518.67,642.74,1589.96,1406.93,14.62,21.61,552.99,2388.13,9049.59,1.3,47.4,521.37,2388.14,8125.68,8.4064,0.03,394,2388,100.0,38.73,23.3034,176.0
54,52,-0.0033,-0.0001,100.0,518.67,641.98,1578.4,1400.04,14.62,21.61,554.71,2388.08,9062.07,1.3,47.21,522.77,2387.99,8146.33,8.4314,0.03,392,2388,100.0,39.07,23.4506,205.0
84,214,-0.0031,0.0002,100.0,518.67,643.16,1593.43,1422.9,14.62,21.61,552.67,2388.15,9067.58,1.3,47.94,520.08,2388.22,8133.71,8.4693,0.03,396,2388,100.0,38.58,23.2509,53.0
81,219,0.0048,-0.0003,100.0,518.67,643.84,1594.08,1421.7,14.62,21.61,552.36,2388.21,9058.36,1.3,48.01,520.28,2388.23,8136.72,8.5343,0.03,392,2388,100.0,38.49,23.1607,21.0
70,29,-0.0002,0.0003,100.0,518.67,642.3,1585.03,1398.05,14.62,21.61,553.75,2388.07,9055.3,1.3,47.31,521.96,2388.08,8136.39,8.426,0.03,393,2388,100.0,38.86,23.2497,108.0
50,6,0.0023,-0.0,100.0,518.67,642.46,1585.34,1402.43,14.62,21.61,553.63,2388.01,9056.24,1.3,47.48,521.56,2387.97,8143.26,8.4073,0.03,391,2388,100.0,38.87,23.2987,192.0
32,113,0.0023,0.0001,100.0,518.67,643.03,1591.9,1415.13,14.62,21.61,553.0,2388.12,9051.58,1.3,47.72,520.95,2388.17,8133.59,8.4656,0.03,394,2388,100.0,38.74,23.2313,78.0
87,155,0.0016,0.0001,100.0,518.67,642.92,1594.26,1417.08,14.62,21.61,551.89,2388.2,9063.41,1.3,47.8,520.44,2388.26,8131.42,8.5014,0.03,396,2388,100.0,38.64,23.1708,23.0
82,202,0.0003,0.0002,100.0,518.67,642.76,1591.99,1427.79,14.62,21.61,552.71,2388.1,9168.79,1.3,47.97,520.51,2388.13,8231.67,8.4862,0.03,398,2388,100.0,38.53,23.1049,12.0
50,109,-0.0008,-0.0004,100.0,518.67,643.16,1592.98,1402.06,14.62,21.61,552.92,2388.05,9068.55,1.3,47.62,521.45,2388.09,8144.44,8.4259,0.03,394,2388,100.0,38.75,23.2252,89.0
67,135,0.0009,0.0001,100.0,518.67,642.7,1584.68,1408.39,14.62,21.61,553.47,2388.06,9072.95,1.3,47.59,521.3,2388.04,8144.99,8.4337,0.03,393,2388,100.0,38.83,23.3926,178.0
60,148,-0.0018,-0.0002,100.0,518.67,643.12,1598.39,1419.37,14.62,21.61,553.0,2388.15,9092.06,1.3,47.83,521.51,2388.08,8161.39,8.4484,0.03,396,2388,100.0,38.79,23.1724,24.0
92,125,0.0,0.0002,100.0,518.67,642.82,1584.12,1405.1,14.62,21.61,553.37,2388.05,9056.66,1.3,47.34,521.37,2388.1,8137.62,8.459,0.03,395,2388,100.0,39.1,23.364,216.0
5,244,0.0002,-0.0001,100.0,518.67,642.95,1591.37,1422.41,14.62,21.61,553.16,2388.11,9123.41,1.3,47.83,520.75,2388.13,8189.79,8.481,0.03,396,2388,100.0,38.46,23.0463,25.0
50,64,0.0026,-0.0002,100.0,518.67,642.21,1592.14,1403.64,14.62,21.61,553.14,2388.06,9057.15,1.3,47.4,521.71,2388.03,8145.31,8.4281,0.03,392,2388,100.0,38.91,23.3434,134.0
